Alue;nro;nykyiset_kunnat;kuva_1_yleiskuva_sankarihautausmaasta;kuva_1_kuvaajan_nimi;kuva_2_yksittäinen_hauta_risteineen_muistolaattoineen;kuva_2_kuvaajan_nimi;kuva_3_muistomerkki;kuva_3_kuvaajan_nimi;kuva_4_yleiskuva;kuva_4_kuvaajan_nimi;kuva_5_muu_muistomerkki;kuva_5_kuvaajan_nimi;kuvaukset_toteuttanut_kameraseura;hautausmaan_nimi;arkkitehti;hautoja;perustettu;paljastettu;nimi;kuvanveistäjä;pituus_n;leveys_e;tarkka_katuosoite
5;381;Nurmes, vanha hautausmaa;381_nurmes_vanha_hautausmaa_01.jpg;Seppo Pölönen;381_nurmes_vanha_hautausmaa_02.jpg;Seppo Pölönen;381_nurmes_vanha_hautausmaa_03.jpg;Hannu Iivonen;381_nurmes_vanha_hautausmaa_04.jpg;Seppo Pölönen;381_nurmes_vanha_hautausmaa_portaikko_05.jpg;Seppo Pölönen;Nurmeksen kameraseura;Nurmeksen sankarihautausmaa;Ilmari Wirkkala;217;1943;1977;ei_ole;Aaro Haapasalo;"63°33'10.1""";"29°07'14.2""";Hurtantie 9, 75530 Nurmes
3;382;Nurmijärvi, kirkonkylän hautausmaa;382_nurmijarvi_kirkonkylan_hautausmaa_01.jpg;Heikki Laine;382_nurmijarvi_kirkonkylan_hautausmaa_02.jpg;Markus Hiltunen;382_nurmijarvi_kirkonkylan_hautausmaa_03.jpg;Markus Hiltunen;382_nurmijarvi_kirkonkylan_hautausmaa_04.jpg;Heikki Laine;ei_ole;;Karkkilan kameraseura ry;Nurmijärven sankarihautausmaa;Rafael Blomstedt;171;1940;1949;ei_ole;Viljo Savikurki;60.27.327;24.48.297;Aleksis Kiven tie 2,  01900 Nurmijärvi
3;383;Nurmijärvi, Rajamäki;383_nurmijarvi_rajamaki_01.jpg;Heikki Laine;383_nurmijarvi_rajamaki_02.jpg;Heikki Laine;383_nurmijarvi_rajamaki_03.jpg;Markus Hiltunen;383_nurmijarvi_rajamaki_04.jpg;Heikki Laine;ei_ole;;Karkkilan kameraseura ry;Rajamäen hautausmaa;Erkki Huttunen;31;ei_ole;1951;Isänmaalle;Yrjö Liipola;60.31.49;24.45.33;Patruunantie 7,  05200 Rajamäki
7;388;Orimattila;388_orimattila_01.jpg;Heikki Koivisto;388_orimattila_02.jpg;Heikki Koivisto;388_orimattila_03.jpg;Heikki Koivisto;388_orimattila_04.jpg;Heikki Koivisto;388_orimattila_05.jpg;Heikki Koivisto;Fotoklubi Lahti;Orimattilan sankarihautausmaa;Salmio& Toivainen;294;1939;1948;ei_ole;ei_ole;60.807962;25.733415;Erkontie 29, 16300 Orimattila
7;389;Orimattila / Artjärvi;389_orimattila_artjarvi_01.jpg;Heikki Koivisto;389_orimattila_artjarvi_02.jpg;Heikki Koivisto;389_orimattila_artjarvi_03.jpg;Heikki Koivisto;389_orimattila_artjarvi_04.jpg;Heikki Koivisto;389_orimattila_artjarvi_05.jpg;Heikki Koivisto;Fotoklubi Lahti;Artjärven sankarihautausmaa;ei_ole;ei_ole;ei_ole;ei_ole;ei_ole;ei_ole;60.745618;26.074875;Kirkkotie 23, 16200 Artjärvi
7;390;Orimattila, Kuivanto;390_orimattila_kuivanto_01.jpg;Heikki Koivisto;390_orimattila_kuivanto_02.jpg;Heikki Koivisto;390_orimattila_kuivanto_03.jpg;Heikki Koivisto;390_orimattila_kuivanto_04.jpg;Heikki Koivisto;390_orimattila_kuivanto_05.jpg;Heikki Koivisto;Fotoklubi Lahti;Kuivannon sankarihautausmaa;Salmio& Toivainen;40;1939;1948;ei_ole;ei_ole;60.859452;25.998463;Koskustentie 1346, 16280 Kuivanto
25;391;Oripää;391_oripaa_01.jpg;Raija Tuominen;391_oripaa_02.jpg;Raija Tuominen;391_oripaa_03.jpg;Mika Rantala;391_oripaa_04.jpg;Raija Tuominen;ei_ole;;Loimaan kameraseura;Oripään hautausmaa;ei_ole;51;1825/ei_ole;1953;ei_ole;Viljo Syrjämä;60,51,35.1;22,41,11.0;Yläneentie 21,32500 Oripää
7;405;Padasjoki;405_padasjoki_01.jpg;Jari Sokka;405_padasjoki_02.jpg;Jari Sokka;405_padasjoki_03.jpg;Jari Sokka;405_padasjoki_04.jpg;Jari Sokka;405_padasjoki_05.jpg;Jari Sokka;Fotoklubi Lahti;Padasjoen hautausmaa;ei_ole;168;ei_ole;ei_ole;ei_ole;Toivo August Tulokas;61.354762;25.277864;Kellosalmentie 13, 17500 Padasjoki
20;408;Paimio, vanha hautausmaa;408_paimio_vanha_hautausmaa_01.jpg;Jouni Uusitupa;408_paimio_vanha_hautausmaa_02.jpg;Jouni Uusitupa;408_paimio_vanha_hautausmaa_03.jpg;Jouni Uusitupa;408_paimio_vanha_hautausmaa_04.jpg;Jouni Uusitupa;408_paimio_vanha_hautausmaa_05.jpg;Jouni Uusitupa;Kaarinan Kuvaajat ry;Paimion Vanha hautausmaa;ei varsinaista suunnittelijaa;108; 26.12.1939; 19.5.1946;"Rukoileva Sotilas ""Isänmaan edestä 1939-1944""";Aarre Aaltonen;60.27.16,65;22.41.32,95;Vistantie 20  21530 Paimio
24;409;Paltamo;409_paltamo_01.jpg;Miska Närhi;409_paltamo_02.jpg;Miska Närhi;409_paltamo_03.jpg;Ismo Prauda;ei_ole;;409_paltamo_05.jpg;Ismo Prauda;Kajaanin kamerakerho;Kiehimän sankarihautausmaa;ei_ole;137;1918;1951;ei_ole;Ilmari Wirkkala;64.24.28.6;27.50.12.9;Puolangantie 14, 88300 Paltamo
20;410;Parainen;410_parainen_01.jpg;;410_parainen_02.jpg;;410_parainen_03.jpg;;410_parainen_04.jpg;;ei_ole;;Aboca;Paraisten hautausmaan sankarihauta-alue;Erik Bryggman;118;1939-1940;6.12.1953;Pro Patria;Erik Bryggman;60.30095;22.30619;Kirkkoesplanadi 4, 21600 Parainen
20;411;Parainen / Houtskari;411_parainen_houtskari_01.jpg;;411_parainen_houtskari_02.jpg;;411_parainen_houtskari_03.jpg;;411_parainen_houtskari_04.jpg;;411_parainen_houtskari_05.jpg;;Aboca;Houtskär kyrkogård;ei_ole;15;1939-1940;1961;Till enigheten 1939 – 1944 För Fosterlandet;Ulf Tikkanen;60.224872;21.372007;Näsbyvägen, 21760 Houtskari
20;413;Parainen / Korppoo;413_parainen_korppoo_01.jpg;;413_parainen_korppoo_02.jpg;;413_parainen_korppoo_03.jpg;;413_parainen_korppoo_04.jpg;;413_parainen_korppoo_05.jpg;;Aboca;Korpo kyrkogård;llmari Wirkkala;15;1945;ei_ole;De gåvo sitt liv för tro hem och Fosterland 1939 – 1944;ei_ole;60.162973;21.563403;Korppoontie 1, 21710 Korppoo
20;414;Parainen / Korppoo, Norrskata;ei_ole;;ei_ole;;414_parainen_korppoo_norrskata_03.jpg;;ei_ole;;ei_ole;;Aboca;Norrskata kyrkogård;ei_ole;6;1945;ei_ole;Pro Patria;ei_ole;60.252157;21.590013;21750 Parainen
2;417;Parikkala;417_parikkala_01.jpg;Jarmo Mäntykangas;417_parikkala_02.jpg;Jarmo Mäntykangas;417_parikkala_03.jpg;Jarmo Mäntykangas;417_parikkala_04.jpg;Jarmo Mäntykangas;417_parikkala_05.jpg;Jarmo Mäntykangas;Saimaan kameraseura ry;Parikkalan Sankarihautausmaa;ei_ole;313;1939;1967;Talvi- ja jatkosodan muistomerkki;Pentti Ahola;"61° 32' 34.7""";"29° 29' 29.9""";Kirkkokatu 1, 59100 PARIKKALA
2;418;Parikkala / Saari, jatkosodan sankarihauta-alue;418_parikkala_saari_jatkosodan_sankarihauta_alue_01.jpg;Jarmo Mäntykangas;418_parikkala_saari_jatkosodan_sankarihauta_alue_02.jpg;Jarmo Mäntykangas;418_parikkala_saari_jatkosodan_sankarihauta_alue_03.jpg;Jarmo Mäntykangas;418_parikkala_saari_jatkosodan_sankarihauta_alue_04.jpg;;ei_ole;;Saimaan kameraseura ry;Saaren jatkosodan sankarihautausmaa;ei_ole;114;1941;12/6/1986;Rauhan taipaleella;Antti Neuvonen;"61° 39' 17.1""";"29° 44' 43.8""";Kirkontie 557, 59520 SAARI
2;419;Parikkala / Saari, talvisodan sankarihauta-alue;419_parikkala_saari_talvisodan_sankarihauta_alue_01.jpg;Jarmo Mäntykangas;419_parikkala_saari_talvisodan_sankarihauta_alue_02.jpg;Jarmo Mäntykangas;419_parikkala_saari_talvisodan_sankarihauta_alue_03.jpg;Jarmo Mäntykangas;419_parikkala_saari_talvisodan_sankarihauta_alue_04.jpg;;ei_ole;;Saimaan kameraseura ry;Saaren talvisodan sankarihautausmaa;ei_ole;30;1939;2009;Pro Patria Talvisodan Saaren sankarivainajat;Erkki Lemetyinen;"61° 39' 05.3""";"29° 44' 55.8""";Kirkontie 599, 59520 SAARI
2;420;Parikkala / Uukuniemi;420_parikkala_uukuniemi_01.jpg;Jarmo Mäntykangas;420_parikkala_uukuniemi_02.jpg;Jarmo Mäntykangas;420_parikkala_uukuniemi_03.jpg;Jarmo Mäntykangas;420_parikkala_uukuniemi_04.jpg;Jarmo Mäntykangas;ei_ole;;Saimaan kameraseura ry;Uukuniemen sankarihautausmaa;ei_ole;207;1939;1949;Rauha teille;ei_ole;"61° 47' 12.2""";"30° 00' 25.0""";Uukuniementie 1012, 59720 UUKUNIEMI
32;428;Pelkosenniemi;428_pelkosenniemi_01.jpg;Heikki Arola;428_pelkosenniemi_02.jpg;Heikki Arola;428_pelkosenniemi_03.jpg;Heikki Arola;428_pelkosenniemi_04.jpg;Heikki Arola;ei_ole;;Loviisan kameraseura ry;Kirkon Sankarihautausmaa;Pelkosenniemen seurakunta;78;1940;1958;Vapauden risti;Vilho Aalto;67.06.33; 27.30.34;Kirkkotie 10, 98500 Pelkosenniemi
2;431;Pertunmaa;431_pertunmaa_01.jpg;Jukka Kytömäki ;431_pertunmaa_02.jpg;Jukka Kytömäki ;431_pertunmaa_03.jpg;Jukka Kytömäki ;431_pertunmaa_04.jpg;Jukka Kytömäki ;431_pertunmaa_05.jpg;Jukka Kytömäki ;Mäntyharjun kameraseura ry;;Laila Niemioja;160;;12/12/1954;;Veikko Leppänen ;"61°30'07.3""";"26°28'39.3""";Kirkkotie 9,    19430 Pertunmaa.
10;436;Pieksämäki / Virtasalmi;436_pieksamaki_virtasalmi_01.jpg;Seppo Hynninen;436_pieksamaki_virtasalmi_02.jpg;Seppo Hynninen;436_pieksamaki_virtasalmi_03.jpg;Seppo Hynninen;436_pieksamaki_virtasalmi_04.jpg;Seppo Hynninen;ei_ole;;Pieksämäen kamerat;Virtasalmen sankarihautausmaa;ei_ole;139;ei_ole;1982;ei_ole;ei_ole;"62°08'02.9""N";"27°27'49.4""E";Kirkkopolku 1, 77330 Virtasalmi
6;437;Pielavesi;437_pielavesi_01.jpg;Mikko Jauhiainen;437_pielavesi_02.jpg;Mikko Jauhiainen;437_pielavesi_03.jpg;Mikko Jauhiainen;ei_ole;;ei_ole;;Keiteleen kameraseura;Kirkon hautausmaa;;290;;1958;Vartiomies;Heikki Konttinen; 63 14`14,7;26 44`19,6;Kirkkotie 1, 72400 Pielavesi
6;438;Pielavesi, Laukkala;438_pielavesi_laukkala_01.jpg;Mikko Jauhiainen;438_pielavesi_laukkala_02.jpg;Mikko Jauhiainen;438_pielavesi_laukkala_03.jpg;Mikko Jauhiainen;ei_ole;;ei_ole;;Keiteleen kameraseura;Laukkalan hautausmaa;;61;;;Hyvästijättö;Armas Tirronen;63 24`12,6;  26 33`34,1;Kyläkirkontie 1, 72400 Pielavesi
6;440;Pihtipudas;440_pihtipudas_01.jpg;Mikko Niskanen;440_pihtipudas_02.jpg;Pertti Hukkanen;440_pihtipudas_03.jpg;Mikko Niskanen;440_pihtipudas_04.jpg;Mikko Niskanen;440_ei_ole;Mikko Niskanen;Kiuruveden kameraseura;Pihtiputaan sankarihautausmaa;;184;;1957;Testamentti pojalleni;Esko Kananen ;63.37.00;25.57.07;Sallilantie 5, 44800 Pihtipudas
6;441;Pihtipudas, Muurasjärvi;441_pihtipudas_muurasjarvi_01.jpg;Mikko Niskanen;441_pihtipudas_muurasjarvi_02.jpg;Mikko Niskanen;441_pihtipudas_muurasjarvi_03.jpg;Mikko Niskanen;441_pihtipudas_muurasjarvi_04.jpg;Mikko Niskanen;441_ei_ole;Mikko Niskanen;Kiuruveden kameraseura;Muurasjärven sankarihautausmaa;;56;;1953;;Ilmari Wirkkalalta;63.32.46;25.13.31;Reisjärventie 2943, 44800 Pihtipudas
10;443;Polvijärvi;443_polvijarvi_01.jpg;Isma Holopainen;443_polvijarvi_02.jpg;Ismo Holopainen;443_polvijarvi_03.jpg;Ismo Holopainen;443_polvijarvi_04.jpg;Heikki Hirvonen;ei_ole;;Varkauden Kameraseura ry;Kirkonkylän hautausmaa;ei_ole;150;ei_ole;ei_ole;Kentälle jääneet;ei_ole;62.51.082;29.22.022;Kuorevaarantie 1, 73700 Polvijärvi
10;444;Polvijärvi, Martonvaara;444_polvijarvi_martonvaara_01.jpg;Heikki Hirvonen;444_polvijarvi_martonvaara_02.jpg;Ismo Holopainen;444_polvijarvi_martonvaara_03.jpg;Heikki Hirvonen;444_polvijarvi_martonvaara_04.jpg;Heikki Hirvonen;ei_ole;;Varkauden Kameraseura ry;Martonvaaran sankarihaudat;ei_ole;8;ei_ole;;ei_ole;ei_ole;63.02.666;29.26.555;Juuantie 265, 83855 Martovaara
10;445;Polvijärvi, Sotkuman ort. SH-maa;445_polvijarvi_sotkuman_ort._sh_maa_01.jpg;Ismo Holopainen;445_polvijarvi_sotkuman_ort._sh_maa_02.jpg;Ismo Holopainen;445_polvijarvi_sotkuman_ort._sh_maa_03.jpg;Ismo Holopainen;445_polvijarvi_sotkuman_ort._sh_maa_04.jpg;Ismo Holopainen;ei_ole;;Varkauden Kameraseura ry;Sotkuman ord. hautausmaa;ei_ole;16;1960;;ei_ole;U. Vilman;62.44.400;29.25.937;Malannintie 4, 83750 Sotkuma
21;447;Pomarkku;447_pomarkku_01.jpg;Heikki Lähteenmäki;447_pomarkku_02.jpg;Heikki Lähteenmäki;447_pomarkku_03.jpg;Heikki Lähteenmäki;447_pomarkku_04.jpg;Heikki Lähteenmäki;447_pomarkku_05.jpg;;Porin kameraseura;Pomarkun hautausmaa;Ilmari Launis;107;1921;1953;Sotaan lähtevä isä;Viljo Savikurki;61.41.34.33N;22.00.39.21E;Kirkkokuja 1 29630 Pomarkku
21;448;Pori;448_pori_01.jpg                             ;Esa-Matti Vasama;448_pori_02.jpg;Esa-Matti Vasama;448_pori_03.jpg ;Esa-Matti Vasama;448_pori_04.jpg;;448_pori_05.jpg;;Porin kameraseura;Keski-Porin hautausmaa;Carl von Heideken, Georg Chiewitz;445;1859-1863;1950-1952;In Memorial;Aimo Tukiainen;61.29.21.5N;21.48.05.0E;Hallituskatu 1A 28100 Pori
21;449;Pori / Lavia;449_pori_lavia_01.jpg ;Heikki Lähteenmäki;449_pori_lavia_02.jpg;Heikki Lähteenmäki;449_pori_lavia_03.jpg;Heikki Lähteenmäki;449_pori_lavia_04.jpg;;449_pori_lavia_05.jpg;;Porin kameraseura;Lavian hautausmaa;Juha Köykkä;167;1823;1949;ei_ole;Ilmari Wirkkala;61.35.42.5N;22.35.56.0E;Tampereentie 28 38600 Pori
21;450;Pori / Noormarkku, kirkkomaa;450_pori_noormarkku_kirkkomaa_01.jpg;Heikki Neumann;450_pori_noormarkku_kirkkomaa_02.jpg;Heikki Neumann;450_pori_noormarkku_kirkkomaa_03.jpg;Heikki Neumann;450_pori_noormarkku_kirkkomaa_04.jpg;;450_pori_noormarkku_kirkkomaa_05.jpg;;Porin kameraseura;Noormarkun hautausmaa;Armas Lindgren;84;1933;1951;Isänmaan puolesta;Erik Bryggman;61.35.51.1N;21.51.48.2E;Vanha Vaasantie 1 29600 Pori
21;451;Pori / Noormarkku, Lassila;451_pori_noormarkku_lassila_01.jpg;Heikki Neumann;451_pori_noormarkku_lassila_02.jpg;Heikki Neumann;451_pori_noormarkku_lassila_03.jpg;Heikki Neumann;451_pori_noormarkku_lassila_04.jpg;Heikki Neumann;451_pori_noormarkku_lassila_05.jpg;;Porin kameraseura;Lassilan hautausmaa;Matti Österlund ;48;1851-1854;ei_ole;Isänmaan puolesta;Erik Bryggman;61.37.08.8.N;22.14.12.7E;Paavolankorventie 10 29680 Pori
21;453;Pori, Ahlainen;453_pori_ahlainen_01.jpg 2 kuvaa ;Esa-Matti Vasama, Mari Helkiö;453_pori_ahlainen_02.jpg;Esa-Matti Vasama;453_pori_ahlainen_03.jpg;Esa-Matti Vasama;453_pori_ahlainen_04.jpg;Mari Helkiö;453_pori_ahlainen_05.jpg;;Porin kameraseura;Ahlaisten hautausmaa;Salomon Köykkä-Köhlström;64;1796;1940;Isänmaan puolesta;Yrjö Rosola;61.40.34.1N;21.37.11.7E;Kirkkokuja 1 29100 Pori
21;454;Pori, Lattomeri;454_pori_lattomeri_01.jpg       2 kuvaa;Kimmo Naskali;454_pori_lattomeri_02.jpg ;Kimmo Naskali;454_pori_lattomeri_03.jpg;Kimmo Naskali;454_pori_lattomeri_04.jpg;;454_pori_lattomeri_05.jpg;;Porin kameraseura;Lattomeren hautausmaa;ei_ole;19;1900;1939-1944;Isänmaan puolesta;ei_ole;61.24.01.7N;21.47.13.4E;Lattomerentie 461 28560 Pori
21;455;Pori, Reposaari;455_pori_reposaari_01.jpg       2 kuvaa;Tauno Östervik;455_pori_reposaari_02.jpg;Tauno Östervik;455_pori_reposaari_03.jpg;Tauno Östervik;455_pori_reposaari_04.jpg;;455_pori_reposaari_05.jpg;Tauno Östervik;Porin kameraseura;Reposaaren hautausmaa;ei_ole;29;1876;1951;Pro Patria;Irma ja Matti Aaltonen;61.36.29.7N;21.27.07.8E;Kirkkokatu 2 A 28900 Reposaari
1;458;Porvoo / Porvoon mlk;458_porvoo_porvoon_mlk_01.jpg;Marko Wahlström;458_porvoo_porvoon_mlk_02.jpg;Marko Wahlström;458_porvoo_porvoon_mlk_03.jpg;Marko Wahlström;458_porvoo_porvoon_mlk_04_siviiliuhrit.jpg;Marko Wahlström;458_porvoo_porvoon_mlk_05.jpg;Marko Wahlström;Loviisan kameraseura ry;Näsinmäen hautausmaan sankarihauta;Porvoon seurakunnat;441+'28;1939;1947;Iso risti;Lennart Segerstråle;60.23.39;25.39.01;Näsinmäentie 5, 06100 Porvoo
1;462;Pukkila;462_pukkila_01.jpg;Jyri Järvelä;462_pukkila_02.jpg;Jyri Järvelä;462_pukkila_03.jpg;Jyri Järvelä;ei_ole;;462_pukkila_05.jpg;Jyri Järvelä;Loviisan kameraseura ry;Pukkilan sankarihautausmaa;ei_ole;57;ei_ole;1948;ei_ole;Aino Ericsson ja Reino Koivula;60.38.49;25.35.03;Keskustie 25, 07560 Pukkila
24;464;Puolanka;464_puolanka_01.jpg;Miska Närhi;464_puolanka_02.jpg;Miska Närhi;464_puolanka_03.jpg;Ismo Prauda;464_puolanka_04.jpg;Ismo Prauda;ei_ole;;Kajaanin kamerakerho;Puolangan sankarihautausmaa;ei_ole;158;14631;20730;Vartiossa oleva sotilas;Valter Mikkola;64.52.00.7;27.40.26.7;Kirkkokatu 1, 89200 Puolanka
6;468;Pyhäjärvi (O.l.);468_pyhajarvi_ol_01.jpg;Mikko Niskanen;468_pyhajarvi_ol_02.jpg;Pertti Hukkanen;468_pyhajarvi_ol_03.jpg;Mikko Niskanen;468_pyhajarvi_ol_04.jpg;Mikko Niskanen;468_ei_ole;Mikko Niskanen;Kiuruveden kameraseura;Pyhäjärven sankarihautausmaa;;270;;1964;;Esko Kananen ;63.64.17;25.97.55;Pyhäjärventie 470, 86800 Pyhäjärvi
22;470;Pyhäranta;470_pyharanta_01.jpg;Marjukka Vähä-Ettala;470_pyharanta_02.jpg;Marjukka Vähä-Ettala;470_pyharanta_03.jpg;Marjukka Vähä-Ettala;470_pyharanta_04.jpg;Marjukka Vähä-Ettala;470_pyharanta_05.jpg;ei_ole;Rauman kameraseura ry;Pyhärannan seurakunnan kirkon hautausmaa ;Yrjö Larkas;64;1947;1948;ei_ole;Yrjö Rosola;"60°56'49.4""N";" 21°26'30.8""E";Kirkkopolku 7-9, 23950 Pyhäranta
9;471;Pälkäne;471_palkane_01.jpg;Antti Harkko;471_palkane_02.jpg;Antti Harkko;471_palkane_03.jpg;Antti Harkko;471_palkane_04.jpg;Antti Harkko;471_palkane_05.jpg;;Kangasalan kameraseura;Pälkäneen hautausmaa;Bertel Stömmer;166;1940;1949;ei_ole;Bertel Stömmer;61°20'18.7;24°15'58.0;Onkkaalantie 81, 36600 PÄLKÄNE
9;472;Pälkäne / Luopioinen;472_palkane_luopioinen_01.jpg;Antti Harkko;472_palkane_luopioinen_02.jpg;Antti Harkko;472_palkane_luopioinen_03.jpg;Antti Harkko;472_palkane_luopioinen_04.jpg;Antti Harkko;472_palkane_luopioinen_05.jpg;;Kangasalan kameraseura;Luopioisten hautausmaa;Koskisen Puutarhatoimisto Oy;132;14638;17142;Oi Suomi synnyinmaa;Vilho Aalto Suomen Graniitti Oy;61°21'44.2;24°39'18.8;Niementie 2, 36760 LUOPIOINEN
25;473;Pöytyä;473_poytya_01.jpg;Raija Tuominen;473_poytya_02.jpg;Kerkko Vihava;473_poytya_03.jpg;Raija Tuominen;ei_ole;;ei_ole;;Loimaan kameraseura;Pöytyän hautausmaa;Matti Aaltonen;137;1834/1939;1948;ei_ole;Aarre Aaltonen;60,45,40.3;22,38,39.6;Turuntie 1163, 21880 Pöytyä
25;474;Pöytyä / Karinainen;474_poytya_karinainen_01.jpg;Harry Willman;474_poytya_karinainen_02.jpg;Raija Tuominen;474_poytya_karinainen_03.jpg;Kerkko Vihava;474_poytya_karinainen_04.jpg;Kerkko Vihava;474_poytya_karinainen_05.jpg;Raija Tuominen;Loimaan kameraseura;Karinainen hautausmaa;ei_ole;72;1920/ei_ole;1951;Suru;Wäinö Aaltonen;60,40,21.3;22,46,12.3;Kyröntie 484, 21800 Kyrö 
25;475;Pöytyä / Yläne;475_poytya_ylane_01.jpg;Raija Tuominen;475_poytya_ylane_02.jpg;Mika Rantala;475_poytya_ylane_03.jpg;Raija Tuominen;475_poytya_ylane_04.jpg;Mika Rantala;ei_ole;;Loimaan kameraseura;Ylänen hautausmaa;ei_ole;96;1860/ei_ole;1950;Rauhan enkeli;Jussi Vikainen;60,52,55.7;22,24,28.3;Kirkkokuja 2, 21900 Yläne
2;488;Rantasalmi;488_rantasalmi_01.jpg;Jouni Riipinen;488_rantasalmi_02.jpg;Jouni Riipinen;488_rantasalmi_03.jpg;Jouni Riipinen;488_rantasalmi_04.jpg;Jouni Riipinen;488_rantasalmi_05.jpg;Jouni Riipinen;Juvan kamerakerho;Rantasalmen sankarihautausmaa;Ilmari Wirkkala / Tapio Wirkkala;314;1922;1961 / 2001;Sankariristi + Petäjäsaaren muistomerkki;Ilmari Wirkkala / Tapio Wirkkala + Kaija-Leena Hänninen;62.03.49;28.17.52;Kirkkotie 3, 58900 Rantasalmi
22;491;Rauma / Kodisjoki;491_rauma_kodisjoki_01.jpg;Marjukka Vähä-Ettala;491_rauma_kodisjoki_02.jpg;Marjukka Vähä-Ettala;491_rauma_kodisjoki_03.jpg;Marjukka Vähä-Ettala;491_rauma_kodisjoki_04.jpg;Marjukka Vähä-Ettala;491_rauma_kodisjoki_05.jpg;ei_ole;Rauman kameraseura ry;Kodisjoen hautausmaa;ei_ole;35;ei_ole;1949;ei_ole;Kirsi Liimatainen;"61°01'34.0""N ";"21°41'13.2""E";Kodisjoentie 1445, 27310 Kodisjoki
22;492;Rauma / Lappi;492_rauma_lappi_01.jpg;Merja Elo;492_rauma_lappi_02.jpg;Merja Elo;492_rauma_lappi_03.jpg;Merja Elo;492_rauma_lappi_04.jpg;Merja Elo;492_rauma_lappi_05.jpg;ei_ole;Rauman kameraseura ry;Lapin hautausmaa;ei_ole;90;ei_ole;1950;ei_ole;Urho Heinänen;"61°06'15.9""N ";"21°49'37.6""E";Kirkkotie 23, 27230 Lappi
22;494;Rauma, vanha hautausmaa;494_rauma_vanha_hautausmaa_01.jpg;Mikko Vapanen;494_rauma_vanha_hautausmaa_02.jpg;Mikko Vapanen;494_rauma_vanha_hautausmaa_03.jpg;Mikko Vapanen;494_rauma_vanha_hautausmaa_04.jpg;Mikko Vapanen;494_rauma_vanha_hautausmaa_05.jpg;ei_ole;Rauman kameraseura ry;Vanha hautausmaa;Olli Vahtera;311;ei_ole;1954;Myrsky asettuu;Jussi Vikainen;"61°07'33.0""N";" 21°31'11.7""E";Kaunisjärvenkatu 2, 26100 Rauma
